Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.45300596341308,81.162,6.864,3.16,74.83,885.5490019241304,895.3,127.3,106.7,145.6,926.5,8.83,18.76,1.0
106.109,81.281,7.02,3.16,74.81,907.0,926.5,116.9,105.1,145.3,920.5,8.83,18.74,2.0
105.449,81.471,6.864,3.18998344180184,74.82,879.6379776453196,904.0,120.5,106.2,148.1,923.9,8.76,18.76,1.0
106.066,81.489,6.084,2.86,75.63,905.5,922.1,116.9,108.1,145.5,911.1,8.97,18.6,4.0
106.264,81.323,6.968,3.24,74.81,912.7,927.1,122.9,104.0,146.0,922.7,8.79,18.78,2.0
105.86,81.183,6.188,3.31,75.72,892.9,912.3,116.0,106.2,145.5,899.2,8.85,18.72,3.0
106.212,81.324,6.968,3.23,74.82,914.4,929.1,114.8,104.8,145.5,907.9,8.78,18.78,2.0
105.505,81.362,6.864,3.16,74.83,885.383582099842,904.0,107.3,107.3,146.0,933.1,8.84,18.75,1.0
106.315,81.331,6.968,3.25,74.81,910.8,924.5,113.9,103.7,147.2,905.0,8.75,18.81,2.0
106.44385647380425,80.411,6.864,3.185705288007666,74.82,908.6,935.9,104.6,106.4830774509816,145.9,930.5,8.81,18.73,1.0
105.894,81.274,6.292,3.33,75.73,896.3,913.8,116.9,107.4,144.8,888.1,8.77,18.8,3.0
106.249,81.399,6.864,3.23,74.8,912.5,928.9,117.2,102.9,145.0,911.0,8.8,18.77,2.0
106.27601419725298,81.058,6.864,3.22,74.82,885.0942138190399,919.9,113.9,106.40674857771552,148.1,933.1,8.81,18.71,1.0
106.122,81.923,10.868,2.9,75.62,904.0,921.4,117.2,105.1,145.6,898.3,8.89,18.68,4.0
106.125,82.023,10.764,2.9,75.62,903.8,920.3,117.2,106.6,145.6,918.3,9.0,18.57,4.0
105.995,81.23,6.188,3.29,75.71,889.8,910.3,124.1,108.4,146.4,901.0,8.77,18.8,3.0
105.806,80.982,6.188,3.44,75.73,892.9,918.6,120.8,103.6,146.4,873.5,8.76,18.81,3.0
106.056,81.495,6.188,2.87,75.64,905.5,920.6,118.4,106.9,145.7,906.1,8.93,18.63,4.0
106.102,82.009,11.128,3.0,75.64,900.5,916.2,112.1,102.8,147.3,871.9,8.82,18.75,4.0
106.013,81.152,6.188,3.29,75.75,897.7,916.0,117.5,106.1,145.8,891.3,8.82,18.74,3.0
106.105,81.983,11.128,2.96,75.61,901.8,917.9,113.6,103.2,146.3,879.9,8.82,18.75,4.0
106.48564026579676,81.058,6.864,3.187293787357339,74.82,901.6,902.2134022909448,107.3,106.2,146.7,920.2,8.76,18.75,1.0
106.109,82.019,11.128,2.95,75.63,900.9,916.0,116.0,103.3,145.2,894.1,8.88,18.69,4.0
106.107,81.346,6.188,2.83,75.65,903.6,919.9,114.5,107.5,145.3,915.7,8.98,18.59,4.0
105.803,81.211,6.239999999999999,3.35,75.76,890.2,911.0,123.8,107.2,146.2,877.7,8.72,18.84,4.0
106.07,81.932,10.764,2.89,75.62,900.9,918.0,119.6,107.2,145.1,898.6,8.87,18.7,4.0
106.097,82.023,10.972,2.95,75.62,900.0,918.4,114.8,104.1,145.3,885.0,8.87,18.7,4.0
105.823,81.202,6.239999999999999,3.36,75.77,891.3,911.8,116.0,106.0,146.0,875.4,8.74,18.82,3.0
106.075,82.108,11.128,2.87,75.64,900.1,916.9,118.7,108.4,146.5,906.6,8.91,18.66,4.0
106.47583242326913,81.402,6.864,3.184192709050086,74.82,885.4228609870777,919.9,120.5,107.8,148.1,874.6,8.84,18.73,1.0
106.021,81.423,6.136,2.87,75.62,904.4,920.3,119.9,106.3,145.4,889.1,8.87,18.69,4.0
106.326,81.523,6.968,3.15,74.8,883.0,899.0,116.3,104.3,145.8,927.3,8.84,18.73,1.0
106.124,81.473,6.188,2.8,75.68,906.4,923.6,125.8,110.5,145.4,916.0,8.92,18.65,4.0
106.13,81.493,6.188,2.86,75.65,906.0,921.2,114.5,105.7,145.1,904.8,8.98,18.59,4.0
105.935,81.216,6.292,3.34,75.73,891.3,911.0,122.3,107.0,145.1,893.7,8.73,18.84,3.0
106.375,81.401,6.968,3.31,74.81,918.6,938.0,114.8,101.1,146.8,902.1,8.84,18.72,2.0
106.268,81.388,6.968,3.24,74.81,918.8,935.6,117.2,103.8,146.6,911.3,8.81,18.76,2.0
106.016,81.385,6.292,3.31,75.77,889.4,909.9,120.8,107.9,146.5,879.9,8.76,18.8,3.0
106.132,82.077,11.128,3.0,75.62,900.1,917.7,112.7,102.8,145.9,864.0,8.76,18.81,4.0
106.131,81.448,6.084,2.88,75.62,905.3,919.9,122.3,105.7,146.2,920.2,9.0,18.57,4.0
106.269,81.454,6.968,3.24,74.8,908.6,925.1,114.8,105.5,145.5,916.8,8.81,18.75,2.0
106.115,81.935,11.128,2.93,75.64,900.3,917.1,110.6,103.5,146.8,889.7,8.84,18.72,4.0
106.237,81.402,6.864,3.19387334360315,74.81,920.0222593207944,895.3,113.9,106.50513614485487,146.0,920.2,8.85,18.73,1.0
105.885,81.312,6.292,3.32,75.71,890.9,909.6,126.7,106.0,145.4,884.4,8.76,18.81,3.0
106.304,81.249,6.968,3.23,74.84,917.5,935.0,109.4,101.2,146.3,912.3,8.83,18.73,2.0
106.112,82.091,11.128,2.98,75.65,901.6,916.6,110.3,102.1,146.3,871.6,8.78,18.79,4.0
106.348,81.457,6.968,3.23,74.83,913.8,929.3,117.2,105.5,146.4,906.1,8.79,18.77,2.0
106.233,81.249,6.968,3.19,74.8,916.6,934.3,118.1,105.3,145.4,905.8,8.84,18.73,2.0
105.921,81.167,6.188,3.29,75.74,894.1,915.3,118.1,106.5,146.2,903.1,8.79,18.78,3.0
105.901,81.183,6.188,3.3,75.76,891.3,910.5,120.8,108.7,146.0,903.7,8.78,18.78,3.0
105.804,81.133,6.292,3.32,75.75,890.5,913.4,122.6,106.9,146.1,893.6,8.78,18.78,3.0
105.902,81.343,6.864,3.19115691864336,74.83,903.1,918.2,120.5,106.7,146.0,920.2,8.8,18.73,1.0
105.944,81.343,6.968,3.187706628113244,74.83,920.0399697635548,902.3469020718716,113.9,107.3,145.9,874.6,8.8,18.73,1.0
106.237,81.437,6.968,3.16,74.83,885.4747157511855,902.3591863034452,120.5,104.9,146.7,923.9,8.84,18.73,1.0
106.232,81.388,6.968,3.27,74.81,913.2,928.7,117.5,104.1,146.7,911.2,8.78,18.79,2.0
105.902,81.027,7.124,3.188897425414832,74.82,908.6,904.0,104.6,106.41378911793213,146.1,922.3,8.76,18.73,1.0
105.505,81.437,6.864,3.189536800277102,74.82,885.7451405880281,935.9,127.3,107.8,145.8,923.9,8.76,18.73,1.0
106.127,82.122,11.128,2.99,75.64,900.7,916.2,113.6,103.5,145.8,872.4,8.78,18.79,4.0
106.072,81.242,6.968,3.19,74.8,908.4,927.5,118.7,105.5,145.5,928.0,8.81,18.75,1.0
105.987,81.123,6.968,3.14,74.8,909.9,925.2,119.0,105.4,145.2,928.2,8.89,18.68,2.0
105.992,81.166,6.968,3.18,74.82,909.7,926.0,117.2,107.8,146.0,916.1,8.83,18.74,2.0
105.863,80.925,6.864,3.22,74.8,899.2,918.2,117.8,105.4,145.7,918.3,8.85,18.71,1.0
106.026,80.974,6.864,3.14,74.8,920.4,937.4,117.8,108.9,145.6,916.5,8.83,18.74,2.0
105.868,81.156,6.188,3.28,75.73,893.9,914.2,114.8,107.3,146.7,903.6,8.79,18.78,2.0
106.07,81.291,6.188,3.31,75.72,887.6,912.0,119.6,108.9,146.8,894.9,8.81,18.76,3.0
106.122,82.049,11.128,2.92,75.61,899.8,916.2,113.3,104.8,145.3,890.3,8.91,18.66,4.0
106.113,82.088,11.128,2.94,75.63,901.4,918.4,112.7,104.9,145.7,909.9,8.97,18.6,4.0
106.099,82.097,11.128,2.95,75.64,901.2,916.6,116.3,104.7,145.1,895.8,8.92,18.65,4.0
105.903,81.187,6.292,3.36,75.76,888.7,908.6,114.5,105.4,146.9,879.5,8.74,18.83,3.0
106.119,81.446,6.084,2.87,75.63,905.1,919.7,117.2,105.3,145.0,905.8,8.85,18.72,4.0
106.317,81.408,6.968,3.2,74.82,913.4,929.3,120.8,105.9,146.6,914.2,8.81,18.75,2.0
105.449,81.362,6.864,3.16,74.83,901.6,918.2,120.5,106.3557860135054,147.0,882.3,8.8,18.73,1.0
106.359,81.359,6.968,3.16,74.83,907.3,924.7,120.8,106.1,145.2,919.8,8.84,18.73,2.0
106.125,82.018,11.128,3.04,75.65,900.3,915.5,111.8,100.2,145.9,856.1,8.72,18.85,4.0
105.909,81.102,6.188,3.33,75.73,893.9,916.9,115.4,107.6,146.6,882.9,8.74,18.83,3.0
105.988,81.283,6.292,3.4,75.69,895.0,914.0,112.1,101.5,145.8,864.8,8.7,18.87,3.0
105.982,81.237,6.968,3.19,74.82,908.8,925.8,116.0,103.5,146.5,910.6,8.84,18.73,2.0
106.167,81.274,6.968,3.2,74.84,910.5,926.3,122.3,105.6,145.7,932.8,8.87,18.69,2.0
106.136,82.105,11.128,2.92,75.61,900.7,916.2,115.7,104.7,145.5,918.2,8.97,18.6,4.0
106.226,81.369,6.968,3.22,74.82,916.6,934.5,117.2,105.4,145.6,915.5,8.86,18.71,2.0
106.289,81.249,6.968,3.29,74.83,917.5,933.9,111.8,101.7,146.5,900.8,8.78,18.79,2.0
105.505,81.343,6.864,3.2054351522598257,74.83,919.9218877161704,918.2,120.5,104.9,146.1,882.3,8.85,18.73,1.0
106.137,82.027,11.128,2.95,75.62,900.3,918.4,114.8,104.4,146.5,883.5,8.81,18.76,4.0
106.294,81.297,7.02,3.25,74.81,916.0,934.1,119.0,104.5,145.6,907.7,8.74,18.83,2.0
106.106,81.445,6.084,2.9,75.62,904.6,920.6,117.5,105.2,145.5,902.4,8.96,18.6,4.0
106.283,81.426,7.124,3.22,74.82,885.9,901.6,117.2,105.0,148.5,915.9,8.79,18.77,2.0
106.152,81.415,6.968,3.23,74.81,910.7,926.7,117.5,103.2,146.9,913.3,8.82,18.75,2.0
106.517,81.426,6.968,3.13,74.82,882.6,900.0,118.1,108.1,146.7,916.0,8.81,18.76,2.0
106.073,81.266,6.968,3.2,74.8,908.1,925.8,123.8,105.6,146.5,911.8,8.8,18.76,2.0
106.323,80.617,6.968,3.197318365825224,74.83,908.6,935.9,113.9,107.3,147.6,917.5,8.83,18.77,1.0
106.12,81.518,6.084,2.86,75.62,903.1,920.1,116.6,106.7,145.3,899.4,8.9,18.67,4.0
106.322,81.362,6.968,3.22,74.81,914.0,931.0,117.8,106.0,146.7,907.2,8.77,18.8,2.0
106.096,82.005,11.128,2.92,75.64,903.1,920.4,115.7,105.9,146.9,891.4,8.85,18.71,4.0
105.858,81.277,6.239999999999999,3.31,75.73,890.5,914.2,116.3,107.4,145.3,894.4,8.71,18.85,3.0
106.129,82.065,11.128,2.96,75.63,901.4,918.8,116.9,103.5,146.0,889.1,8.81,18.75,4.0
106.439,81.423,6.968,3.22,74.8,878.4,896.6,114.2,105.5,146.2,917.5,8.77,18.79,2.0
106.045,81.971,11.128,2.89,75.62,900.9,916.7,120.8,105.6,145.5,892.5,8.86,18.71,4.0
106.2733875791184,81.402,6.864,3.187961298107094,74.82,903.1,926.3,104.6,107.8,145.6,922.3,8.82,18.73,1.0
106.304,81.398,7.124,3.21,74.8,910.3,923.9,113.9,104.5,147.0,920.8,8.81,18.75,2.0
106.46614012359792,81.471,6.864,3.22,74.83,885.6442597147975,902.821268610423,120.5,106.7,145.6,917.5,8.8,18.75,1.0
106.284,81.341,6.968,3.19,74.82,909.6,924.1,122.9,105.4,145.3,918.6,8.82,18.75,2.0
106.19,81.395,6.968,3.21,74.82,912.5,928.6,116.9,104.7,145.6,915.6,8.82,18.75,2.0
106.104,81.995,11.128,3.01,75.62,900.0,917.3,120.5,102.1,145.4,870.6,8.74,18.83,4.0
105.851,81.193,6.292,3.3,75.76,893.1,912.9,122.0,109.2,146.6,889.2,8.73,18.84,3.0
106.08,82.026,11.128,2.97,75.62,900.3,915.1,116.0,103.4,145.7,879.5,8.77,18.79,4.0
105.943,81.201,6.292,3.31,75.79,895.5,915.5,117.8,105.9,145.4,880.4,8.75,18.82,3.0
106.341,81.339,6.968,3.27,74.8,909.4,926.5,118.7,101.7,145.7,920.2,8.76,18.81,2.0
105.794,81.13,6.292,3.31,75.71,890.7,913.4,119.6,108.9,145.3,890.2,8.77,18.79,3.0
106.262,81.432,6.968,3.22,74.81,886.3,904.0,121.1,106.4,146.7,913.1,8.81,18.75,2.0
106.11,81.473,6.188,2.84,75.61,904.9,921.2,122.6,109.9,145.4,924.8,8.98,18.59,4.0
106.042,81.977,11.128,2.98,75.63,901.1,917.5,114.5,104.4,146.1,875.6,8.79,18.78,4.0
105.944,81.162,6.968,3.184590439911438,74.83,908.6,902.4401333713596,107.3,104.9,145.6,926.5,8.82,18.89,1.0
105.962,81.137,6.968,3.19,74.8,911.4,924.9,117.8,104.0,145.4,935.6,8.86,18.71,1.0
106.04,81.081,6.968,3.17,74.8,907.0,925.1,115.4,105.2,145.7,937.5,8.91,18.65,1.0
106.101,82.057,11.128,2.92,75.64,899.4,916.0,116.3,105.2,145.4,891.4,8.81,18.75,4.0
105.864,81.199,6.292,3.31,75.76,894.8,913.6,118.1,105.0,146.1,901.3,8.78,18.79,3.0
105.449,81.162,6.864,3.194062207454281,74.83,901.6,938.2,116.9,107.3,146.0,874.6,8.8,18.75,1.0
106.272,81.327,6.968,3.19,74.79,883.9,900.1,117.2,104.0,145.4,922.5,8.83,18.74,2.0
106.129,81.957,11.128,2.96,75.65,900.0,917.1,113.9,103.8,146.3,871.5,8.8,18.77,4.0
105.876,81.203,6.188,3.33,75.75,889.8,911.6,116.6,106.6,146.3,885.6,8.73,18.83,3.0
106.465,81.38,6.968,3.19,74.8,881.9,897.0,119.3,104.7,146.3,926.3,8.82,18.75,2.0
106.097,81.457,6.084,2.87,75.62,904.6,919.3,116.3,106.0,145.9,908.7,8.99,18.57,4.0
105.93,80.866,6.864,3.11,74.8,919.7,934.8,121.7,109.5,146.4,922.1,8.89,18.68,2.0
106.119,82.016,11.076,2.85,75.67,901.2,918.0,118.4,109.2,145.7,900.2,8.88,18.69,4.0
106.212,81.29,6.968,3.2,74.81,910.1,926.3,112.7,103.2,145.5,912.2,8.8,18.77,2.0
106.138,81.124,7.124,3.19,74.82,922.3,935.9,121.1,109.6,146.7,912.5,8.9,18.67,2.0
106.273,81.402,6.864,3.19,74.83,886.9,902.7,120.5,106.7,145.8,920.2,8.83,18.73,1.0
106.076,82.012,11.128,2.89,75.65,900.1,916.9,114.8,106.5,145.0,901.7,8.91,18.66,4.0
105.449,81.162,6.864,3.186743629216821,74.81,903.1,902.4442767756626,120.5,104.9,145.6,882.3,8.84,18.72,1.0
106.074,82.074,11.128,2.99,75.61,901.6,918.2,119.9,103.7,145.3,876.2,8.79,18.78,3.0
106.101,81.96,11.128,3.0,75.64,901.4,918.0,113.3,100.6,145.7,874.4,8.81,18.76,4.0
106.282,81.303,6.968,3.24,74.81,911.4,926.7,121.7,106.6,146.0,913.5,8.82,18.74,2.0
105.912,81.271,6.292,3.33,75.74,894.6,915.3,122.3,108.0,146.4,887.6,8.73,18.84,3.0
106.183,82.006,11.076,2.89,75.64,902.0,920.3,113.6,105.2,145.3,907.0,8.97,18.6,4.0
106.46945670417936,81.362,6.864,3.18845887561353,74.82,901.6,919.9,127.3,104.3,145.8,937.7,8.85,18.72,1.0
106.107,82.109,10.972,2.99,75.65,899.2,916.2,115.7,103.5,146.7,890.3,8.86,18.71,4.0
106.27,81.43,6.968,3.25,74.81,911.8,926.7,120.8,106.0,146.4,910.7,8.79,18.78,2.0
106.156,81.313,6.968,3.24,74.81,913.2,927.5,115.4,102.9,145.7,914.2,8.78,18.78,2.0
106.163,81.399,6.188,2.83,75.65,906.2,919.7,115.7,108.1,145.6,904.4,8.97,18.6,4.0
106.058,81.962,11.128,2.98,75.64,901.6,916.7,113.3,102.8,146.1,883.9,8.82,18.74,4.0
105.813,81.142,6.292,3.32,75.74,891.7,911.8,123.5,108.5,146.1,882.5,8.75,18.82,3.0
106.042,82.013,11.128,2.96,75.64,900.5,917.1,123.8,104.5,145.0,884.3,8.85,18.72,4.0
105.727,81.039,6.292,3.52,75.78,892.6,915.3,113.6,103.2,146.2,852.6,8.64,18.92,3.0
106.153,81.172,6.968,3.17,74.81,909.6,926.9,121.1,106.2,145.3,920.6,8.85,18.72,2.0
105.782,81.045,6.188,3.36,75.76,890.9,914.7,118.7,106.4,145.9,888.9,8.74,18.83,3.0
106.266,81.431,7.124,3.16,74.81,884.1,900.7,117.8,103.9,145.7,915.8,8.83,18.74,2.0
106.439,81.432,6.968,3.21,74.82,879.1,894.8,118.7,106.4,146.5,912.6,8.8,18.77,2.0
106.369,81.415,6.864,3.26,74.81,918.0,937.8,114.2,103.4,146.3,912.4,8.8,18.76,2.0
105.973,81.151,6.968,3.16,74.81,906.4,923.9,109.1,103.2,147.2,928.1,8.92,18.65,2.0
105.984,81.322,6.292,3.34,75.75,893.5,913.1,119.3,107.0,145.6,893.4,8.77,18.8,3.0
106.031,81.518,6.188,2.86,75.62,904.4,919.9,119.9,107.8,145.7,902.1,8.93,18.64,4.0
105.902,81.027,6.864,3.1895325670371246,74.81,908.6,926.3,107.3,104.3,147.0,923.9,8.8,18.75,1.0
106.19,81.371,6.188,2.87,75.61,905.1,919.7,118.4,106.6,145.7,910.0,8.97,18.6,4.0
105.963,81.244,6.292,3.31,75.73,895.5,914.4,115.7,105.1,146.7,888.9,8.73,18.84,3.0
106.277,81.12,6.968,3.23,74.8,910.7,924.7,111.5,104.1,145.7,913.1,8.77,18.8,2.0
105.79,81.088,6.292,3.42,75.72,895.0,919.0,112.4,104.1,147.7,867.8,8.71,18.86,3.0
106.091,81.418,6.188,2.83,75.61,906.2,921.5,124.4,110.2,145.2,916.0,8.98,18.59,4.0
105.902,80.411,6.968,3.185628679635667,74.82,885.3945703918337,896.8,120.5,104.3,147.0,937.7,8.8,18.73,1.0
106.2,81.13,6.968,3.23,74.83,911.0,927.3,115.7,102.8,146.0,915.9,8.81,18.75,2.0
105.792,81.152,6.292,3.4,75.75,893.3,915.1,117.2,105.9,147.1,871.6,8.71,18.86,3.0
105.942,81.289,6.292,3.33,75.72,895.3,913.8,117.8,105.6,146.0,883.6,8.75,18.81,3.0
106.151,81.136,7.851999999999999,3.13,74.81,921.4,938.0,122.0,110.0,146.0,925.3,8.93,18.64,2.0
106.031,82.012,11.128,2.92,75.62,900.9,916.7,115.7,104.5,147.2,886.4,8.85,18.72,4.0
105.505,81.027,6.864,3.22,74.82,884.8991136193215,904.0,113.9,104.9,148.1,920.2,8.83,18.76,1.0
106.297,81.409,6.968,3.17,74.81,884.3,901.1,121.4,106.4,145.8,928.1,8.85,18.71,1.0
106.44663439064908,81.027,6.864,3.22,74.83,908.6,918.2,118.4,106.39342860362812,145.9,933.1,8.68,18.8,1.0
105.902,81.402,7.228,3.16,74.82,885.7289652888903,926.3,107.3,106.7,147.0,937.7,8.8,18.8,1.0
106.06,81.963,11.128,2.91,75.65,900.3,916.2,119.6,105.5,145.9,896.7,8.91,18.66,4.0
106.27620716573324,81.437,6.864,3.1879528908469537,74.83,885.3152332424861,902.126294383124,127.3,107.3,147.0,917.5,8.84,18.77,1.0
106.16,81.096,7.124,3.1,74.8,920.6,937.6,116.3,109.6,145.6,932.7,8.9,18.67,2.0
106.248,81.237,6.968,3.23,74.83,913.8,928.6,115.4,103.8,145.8,915.9,8.82,18.74,2.0
106.257,81.27,6.968,3.15,74.8,914.2,927.8,116.0,107.6,146.2,921.7,8.81,18.76,2.0
105.449,80.411,6.864,3.16,74.81,879.5796412726517,935.9,120.5,106.4264282953164,147.0,874.6,8.83,18.71,1.0
105.906,81.169,6.968,3.14,74.82,910.3,924.3,116.3,106.6,145.1,935.8,8.94,18.63,2.0
106.142,81.387,6.24,2.9,75.62,905.9,921.7,117.2,105.5,145.5,898.9,8.89,18.67,4.0
105.879,80.946,6.864,3.13,74.82,920.1,935.6,122.9,109.9,145.7,921.7,8.86,18.71,2.0
105.449,80.411,6.864,3.182203072473849,74.83,885.7066065078106,926.3,127.3,104.9,147.6,937.7,8.82,18.8,1.0
106.4624211931438,80.617,6.968,3.22,74.81,903.1,926.3,120.5,107.3,146.0,933.1,8.8,18.89,1.0
106.242,81.349,6.968,3.18,74.83,887.0,903.5,115.4,103.3,146.6,925.1,8.88,18.69,2.0
105.902,81.437,6.864,3.16,74.83,908.6,902.5867475820796,118.4,106.52509651352992,146.7,922.3,8.76,18.77,1.0
105.907,81.145,6.188,3.29,75.74,892.9,914.7,116.6,109.1,148.0,902.4,8.81,18.76,3.0
105.94,81.194,6.188,3.25,75.76,890.0,916.0,118.7,109.2,147.1,903.5,8.83,18.74,3.0
106.237,81.027,6.968,3.22,74.81,880.2913458253767,926.3,107.3,107.8,146.7,930.5,8.59,18.8,1.0
106.27380145840635,80.617,6.864,3.188311378451911,74.83,878.7879946045472,896.8,118.4,106.7,147.0,926.5,8.84,18.89,1.0
106.068,81.066,6.968,3.14,74.81,919.3,939.3,117.2,109.2,146.9,912.4,8.89,18.68,2.0
106.134,81.435,6.084,2.86,75.67,904.8,919.9,116.9,105.2,146.1,895.8,8.94,18.63,3.0
106.076,82.016,11.128,3.01,75.67,900.0,916.2,113.3,103.3,146.0,884.1,8.78,18.78,4.0
106.323,81.027,6.864,3.1930392196016943,74.81,879.6542523066439,896.8,107.3,106.2,146.0,937.7,8.85,18.75,1.0
106.138,82.007,11.128,2.95,75.66,901.6,917.9,117.8,102.5,146.1,883.2,8.81,18.76,4.0
106.086,82.11,11.128,2.99,75.67,901.4,916.2,116.0,102.3,145.1,880.9,8.85,18.72,3.0
106.015,82.015,11.128,2.95,75.62,899.8,915.3,118.7,102.9,146.1,884.1,8.84,18.72,4.0
106.193,81.325,6.968,3.28,74.81,909.7,927.1,113.3,102.3,145.7,915.5,8.83,18.74,2.0
105.915,81.063,6.188,3.26,75.74,893.3,913.6,116.0,108.2,146.7,896.3,8.86,18.71,3.0
105.948,80.929,6.968,3.19,74.81,905.1,921.0,116.3,105.6,145.7,913.2,8.83,18.73,2.0
106.028,81.427,6.084,2.9,75.64,908.1,922.5,111.2,104.1,145.5,908.9,8.87,18.7,3.0
106.424,81.382,6.968,3.2,74.83,883.0,897.7,119.3,104.8,145.2,921.1,8.81,18.75,1.0
106.038,81.24,6.968,3.19,74.8,909.7,923.8,120.5,106.9,145.5,915.4,8.82,18.75,2.0
106.139,81.288,6.968,3.18,74.82,912.5,927.1,118.4,105.2,145.8,915.1,8.83,18.74,2.0
106.27261733355306,81.162,7.228,3.180203508744836,74.83,885.0171142199259,918.2,118.4,106.2,147.0,933.1,8.81,18.77,1.0
105.933,81.334,6.188,3.32,75.73,890.9,910.8,116.3,107.0,146.1,879.2,8.72,18.84,3.0
106.138,81.997,11.128,2.95,75.67,902.0,916.4,117.5,104.0,145.8,873.0,8.79,18.78,4.0
105.796,80.722,6.968,3.29,74.82,918.0,934.6,116.3,105.9,146.3,896.5,8.81,18.75,2.0
106.157,81.039,6.968,3.13,74.81,921.0,939.3,115.7,107.6,146.2,916.7,8.88,18.69,2.0
106.074,82.027,10.972,2.91,75.64,902.7,916.4,117.8,104.8,145.8,896.8,8.89,18.68,4.0
106.394,81.429,7.124,3.22,74.83,878.0,897.0,118.7,104.3,146.1,916.2,8.82,18.75,2.0
106.049,82.025,11.128,2.92,75.64,900.7,918.4,115.1,105.2,144.9,901.6,8.88,18.69,4.0
106.27492051392998,81.162,6.864,3.16,74.83,903.1,918.2,127.3,106.55326082847316,148.1,933.1,8.59,18.73,1.0
106.012,81.151,6.968,3.16,74.81,907.7,925.2,115.4,106.4,146.3,927.1,8.87,18.7,1.0
106.29,81.307,6.968,3.23,74.81,913.8,927.8,118.7,104.4,146.4,910.6,8.8,18.77,2.0
106.309,81.397,6.968,3.29,74.81,907.3,925.2,114.8,103.4,146.6,908.5,8.81,18.76,2.0
105.505,80.617,6.864,3.1860449324048123,74.81,880.126490793768,896.8,120.5,107.3,146.1,874.6,8.76,18.73,1.0
105.854,81.273,6.292,3.33,75.76,892.8,915.6,117.5,106.8,146.0,893.4,8.82,18.74,3.0
106.323,81.471,6.968,3.190281858647325,74.81,920.274631790828,902.6278484923204,116.9,106.50400283646462,145.6,926.5,8.76,18.76,1.0
105.505,80.411,6.864,3.1938597654949823,74.82,903.1,926.3,118.4,104.3,146.0,917.5,8.59,18.77,1.0
106.105,81.342,6.864,3.22,74.81,909.9,929.5,122.9,105.1,146.0,920.5,8.86,18.7,1.0
105.505,81.362,6.864,3.2,74.82,885.8461669527021,895.3,107.3,106.42825031376216,148.1,922.3,8.85,18.73,1.0
105.762,81.114,6.239999999999999,3.44,75.75,891.8,914.4,113.3,105.6,146.5,872.6,8.73,18.84,3.0
106.4546299228448,81.162,7.124,3.1907323947661186,74.81,879.9526894630551,904.0,120.5,106.53595011910602,148.1,922.3,8.82,18.76,1.0
106.293,81.295,6.968,3.2,74.84,912.1,925.4,121.7,106.9,146.2,912.4,8.85,18.72,2.0
106.153,82.124,11.18,2.95,75.65,900.7,917.9,115.7,104.8,145.7,891.5,8.83,18.73,4.0
106.344,81.239,6.968,3.22,74.82,908.4,923.8,125.2,105.8,146.2,911.2,8.81,18.76,2.0
106.3,81.339,6.968,3.28,74.83,912.0,928.0,115.4,102.5,146.0,911.2,8.77,18.79,2.0
106.053,82.073,11.128,2.89,75.61,904.2,920.1,122.0,106.0,145.4,910.2,8.93,18.64,4.0
106.347,81.315,6.864,3.22,74.78,919.1,937.2,116.6,104.8,146.8,902.4,8.8,18.77,2.0
106.156,82.065,10.972,2.9,75.65,902.5,918.0,122.0,105.8,146.2,886.3,8.86,18.71,4.0
106.237,81.027,6.864,3.185465953285024,74.83,879.6253698400482,904.0,120.5,106.48490402172229,145.9,933.1,8.84,18.76,1.0
105.949,81.252,6.188,3.26,75.73,890.7,911.8,120.2,107.6,146.0,899.8,8.84,18.73,3.0
106.076,81.397,6.084,2.83,75.63,903.6,918.6,116.9,108.0,145.5,917.3,8.98,18.59,4.0
105.944,81.362,6.968,3.1860887509530764,74.81,920.214345025092,926.3,104.6,107.8,146.1,937.7,8.8,18.73,1.0
105.941,81.186,6.188,3.31,75.74,893.1,914.7,123.2,109.6,146.6,892.9,8.77,18.8,3.0
106.065,82.109,11.128,2.96,75.65,899.4,916.6,113.6,102.3,146.1,871.4,8.78,18.78,4.0
105.505,80.617,7.124,3.1871843937100066,74.83,920.6732838437242,896.8,120.5,106.41311196635516,146.7,917.5,8.85,18.76,1.0
106.323,81.027,6.864,3.1835686248526005,74.83,885.8526800709387,904.0,120.5,106.7,145.8,926.5,8.81,18.71,1.0
106.27281229528212,81.362,6.864,3.16,74.82,908.6,895.3,120.5,106.7,148.1,926.5,8.68,18.75,1.0
106.086,82.004,11.18,2.96,75.63,900.5,916.2,121.7,104.2,145.4,889.2,8.86,18.71,4.0
106.059,81.494,6.136,2.89,75.63,903.5,918.2,123.8,106.8,144.8,896.4,8.92,18.65,4.0
106.2,81.327,6.968,3.29,74.81,909.6,925.2,119.6,103.6,145.6,904.8,8.81,18.76,2.0
106.108,81.469,6.084,2.9,75.66,902.7,920.1,117.8,105.8,145.7,903.8,8.97,18.6,4.0
106.07,82.064,11.128,2.96,75.64,901.6,917.3,120.2,104.2,145.6,882.8,8.85,18.72,4.0
